,project,product,groupid,pushid,graph_date,origin,totalcost,tier23_cost,taskcount,tier23_taskcount
52,mozilla-inbound,firefox,YWxdSZLITvm8QGT0gsfuDg,109486,1541096699,push,15.65,3.16,344,71
53,mozilla-inbound,firefox,QX9Zj_bxRV2U-NWHpA4mFw,109487,1541096751,push,27.66,2.87,554,37
54,mozilla-inbound,firefox,O57vOLUXRaG-9YbToMYbLg,109488,1541097119,push,14.53,2.67,292,35
55,mozilla-inbound,firefox,KuPgeQ_tTZCgEgbS0dC7_Q,109489,1541102988,push,62.34,2.0,2118,134
56,mozilla-inbound,firefox,WBFRSo2TTsKJMAvXCZgDiw,109490,1541105846,push,55.37,3.79,1872,120
57,mozilla-inbound,firefox,DU4B1AoARKGooHr4rAMCxw,109491,1541105955,push,15.55,2.91,294,35
58,mozilla-inbound,firefox,GovefKpvTciTHZWQC_RQ9w,109492,1541108293,push,17.29,3.69,357,96
59,mozilla-inbound,firefox,b8gfc6cFQyCDaxDpi1mhKg,109493,1541108826,push,15.88,2.83,293,35
60,mozilla-inbound,firefox,X20QUfeiSIqTq_7vRYw20Q,109494,1541111977,push,31.99,5.31,646,108
61,mozilla-inbound,firefox,P5xi1yfcTaiX1hkrxn2cpQ,109495,1541114328,push,57.89,3.85,1887,119
62,mozilla-inbound,firefox,GCw9_72pTvKIqWLZd_owHA,109496,1541114806,push,15.1,2.66,291,35
63,mozilla-inbound,firefox,NiUhXI-NRzqmY8sh7--qOg,109497,1541117450,push,17.37,2.75,267,39
64,mozilla-inbound,firefox,JPTCD2WZQZewYgsGdltdTw,109498,1541124014,push,56.6,3.94,1876,119
65,mozilla-inbound,firefox,MhVeLgZJRBW0pOlGlKfv9Q,109499,1541126663,push,14.27,2.82,248,36
66,mozilla-inbound,firefox,QUrwJE6qQ9CCTgONiypaQA,109500,1541132346,push,59.28,4.47,1878,119
67,mozilla-inbound,firefox,LeBiH8R-Tpujdo39-tbGLg,109501,1541135960,push,73.6,5.83,2212,184
68,mozilla-inbound,firefox,PU3v7nlZSrSzeRFTOQZfvg,109502,1541141987,push,71.37,4.3,2127,121
69,mozilla-inbound,firefox,BhL_WICFSFWaNaP0umgkVQ,109503,1541144019,push,27.54,2.79,513,38
70,mozilla-inbound,firefox,bPQy0G2lQs6lkwy9sLwsVg,109505,1541151968,push,59.17,4.81,1925,180
71,mozilla-inbound,firefox,Oc7BTtLOS-ObjPu4hebToA,109506,1541157216,push,70.98,4.54,2162,156
72,mozilla-inbound,firefox,BvJCeXwmSx21SZjWo08MGA,109507,1541162257,push,57.05,4.32,1910,159
73,mozilla-inbound,firefox,c6-GbgUTTP6R8lpTJ3COAg,109508,1541162379,push,13.31,2.67,247,37
74,mozilla-inbound,firefox,Q0VnCZ1rRMiqCWeD6G_CZQ,109509,1541164584,push,14.64,3.01,248,36
75,mozilla-inbound,firefox,N2O120IQSYSH0bGtvFuvgQ,109510,1541165482,push,60.44,4.77,1899,154
76,mozilla-inbound,firefox,XdR9W79-QAu_drgdRUJV4g,109511,1541166114,push,17.58,2.91,270,38
77,mozilla-inbound,firefox,E1JlGqlRRpy4JmIptUVwMg,109512,1541167511,push,17.35,2.73,270,38
78,mozilla-inbound,firefox,ABScoXkoSw-9_bPQcwbYgA,109513,1541169891,push,17.34,2.77,268,40
79,mozilla-inbound,firefox,aW80QGUJQnulB9JpUdYBvQ,109514,1541170538,push,14.28,3.25,293,71
80,mozilla-inbound,firefox,euB4oDuLRe-F5j6-ryEd3w,109515,1541171079,push,61.42,3.97,1885,125
81,mozilla-inbound,firefox,Mt93IWmdRlyN3tQGKaK14w,109516,1541171362,push,17.31,2.86,271,38
82,mozilla-inbound,firefox,YChkW4N0RoeVnnX1GRBQNg,109517,1541171606,push,14.28,2.73,269,36
83,mozilla-inbound,firefox,carTVjHgTg6RKT2gLuULIw,109518,1541172533,push,71.11,5.07,2265,182
84,mozilla-inbound,firefox,V993y4TSRbGkpeKsatf5rw,109519,1541173774,push,15.13,3.14,316,71
85,mozilla-inbound,firefox,J208ttCTRu61CRAqjIs-Jw,109520,1541175478,push,59.63,4.02,1877,119
86,mozilla-inbound,firefox,Thg0V0RQTbWCqwkyHioCfg,109521,1541175910,push,73.01,4.57,2181,156
87,mozilla-inbound,firefox,eadJSI6nSL-QjQAbeN1WGA,109522,1541177825,push,14.29,3.26,291,71
88,mozilla-inbound,firefox,PH3kOSo5S82VSGsA4A5UMw,109523,1541178000,push,29.01,4.16,578,88
89,mozilla-inbound,firefox,GAIPWIQ6RjGs6fNdPwyRBg,109524,1541178575,push,13.96,2.79,261,36
90,mozilla-inbound,firefox,KrUX3P6JRk6ptezmteAQkA,109525,1541178843,push,72.28,4.57,2193,156
91,mozilla-inbound,firefox,axIbnuxMRT-T0KZudQzeUg,109526,1541183512,push,57.23,3.91,1884,120
92,mozilla-inbound,firefox,dtEkGJiCT82u-gvNgCO8XA,109527,1541183665,push,14.6,3.18,290,71
93,mozilla-inbound,firefox,MFeQKcV_RYGZd0Q0LdbnGQ,109528,1541185790,push,14.14,3.21,287,71
94,mozilla-inbound,firefox,TmvPvB-OSEqFlfXJ1T7fCA,109529,1541187392,push,13.72,2.54,250,36
95,mozilla-inbound,firefox,Ek3Skh6AQuyU3fQM-8XiDA,109530,1541187517,push,59.14,4.03,1864,119
96,mozilla-inbound,firefox,XQYxrEuOSOm91dAQhOF4Yg,109531,1541187660,push,14.67,3.37,283,71
97,mozilla-inbound,firefox,bu9N4vGKTueRDtYnRtSWcQ,109532,1541189197,push,72.71,5.13,2176,157
98,mozilla-inbound,firefox,OcjHuAA6TlivXnyRr-S0Kg,109533,1541189979,push,66.17,4.55,2144,154
99,mozilla-inbound,firefox,BZFP1kg7Si2cNc7h1rYZ0g,109534,1541192502,push,18.78,3.6,311,74
100,mozilla-inbound,firefox,WGZshgOFSpyAIsiEbAl5WA,109535,1541193302,push,63.17,4.81,1945,157
101,mozilla-inbound,firefox,H3-kIDfyRqahPgq_7A30Og,109536,1541193640,push,15.11,3.01,264,36
102,mozilla-inbound,firefox,d6dFYKOLQBGYf_vEPT71kw,109537,1541194743,push,14.17,2.78,248,36
103,mozilla-inbound,firefox,UjcwwjroRFm_TaQZDGavMw,109538,1541194860,push,14.09,2.79,248,36
104,mozilla-inbound,firefox,WKmSt9BtRJmt99ZVJFuKxA,109539,1541194901,push,26.5,2.84,513,38
105,mozilla-inbound,firefox,O8sCulJmS0SAJIUjoTorvw,109540,1541195072,push,56.83,4.87,1864,122
106,mozilla-inbound,firefox,brQy7-NYSga7ecLNnjpbJg,109541,1541195410,push,16.47,4.17,252,39
107,mozilla-inbound,firefox,EijVCQDDSbOR9KBQSUCHwQ,109542,1541195644,push,31.29,6.04,588,104
108,mozilla-inbound,firefox,ElI7MgPfSkK5z7oC5eLmjA,109543,1541199121,push,9.04,0.25,107,11
109,mozilla-inbound,firefox,LP4aqeYGQsa2kYLdy2WNTw,109544,1541200141,push,20.04,3.89,313,74
110,mozilla-inbound,firefox,AI6w-kerQnS-6ZSxACtveQ,109545,1541200631,push,62.7,4.93,1950,157
111,mozilla-inbound,firefox,SkUwML-0R1m8rK5j6wS0_Q,109546,1541202091,push,15.81,3.16,323,71
112,mozilla-inbound,firefox,QOzBS4oSQeaUWb97YBn4bA,109547,1541207128,push,57.33,4.61,1906,154
113,mozilla-inbound,firefox,WwstuC5LR0GcgcsFgCPtxg,109548,1541207743,push,71.5,5.1,2199,182
114,mozilla-inbound,firefox,AUf4ORBvQy-mTFZo5QX1EQ,109549,1541218687,push,59.57,3.93,1863,119
115,mozilla-inbound,firefox,Io14sxQ3RW-iapZqno1-UQ,109550,1541221844,push,69.81,4.58,2147,154
116,mozilla-inbound,firefox,DAoC9JdmQa-mjh3oTpNPbQ,109551,1541238944,push,71.72,5.51,2182,169
117,mozilla-inbound,firefox,Xn1psPNrSre624YaxEL41Q,109552,1541276585,push,28.7,0.02,861,16
118,mozilla-inbound,firefox,AhaNjPbvSlGJ31MaZfGCTw,109553,1541281694,push,73.87,5.15,2202,158
119,mozilla-inbound,firefox,bSk8_Na0Q5iz-uqlnbLuFQ,109554,1541288898,push,67.15,4.25,2200,154
120,mozilla-inbound,firefox,VfbihkkrRVqT5w8I3qe8fg,109556,1541356249,push,69.52,4.63,2167,154
121,mozilla-inbound,firefox,IhgCXYKQT6mR33vLK3NXog,109557,1541368080,push,60.07,3.99,1881,121
122,mozilla-inbound,firefox,AQ61errwQQ2pCDMJcHk-pg,109558,1541385287,push,69.5,4.83,2145,154
123,mozilla-inbound,firefox,ZLphEvIdTlupEofmUWSQUw,109559,1541387824,push,27.03,2.73,516,38
124,mozilla-inbound,firefox,c0PO2jc3Sxyu0LDxaE6sHQ,109560,1541388977,push,60.2,3.93,1873,119
125,mozilla-inbound,firefox,cnuFFDbmSa2nswwJ4YQVOg,109561,1541389131,push,13.53,2.54,251,36
126,mozilla-inbound,firefox,fCEeMgNATxCQmMgAyXiaHg,109563,1541400862,push,61.32,4.86,1919,154
127,mozilla-inbound,firefox,JW5d8BfOTIeNUbCxFv5cRg,109564,1541403394,push,14.75,3.25,296,71
128,mozilla-inbound,firefox,H9wQWgtyRMaF4gYXp1lTuA,109565,1541405131,push,58.52,3.72,1863,119
129,mozilla-inbound,firefox,Op8RF0JkRKqlfuXnTE8hyg,109566,1541409507,push,60.11,5.4,1928,167
130,mozilla-inbound,firefox,MkItLKolS1qpDKoqmWJ-yw,109567,1541410691,push,14.51,3.22,286,71
131,mozilla-inbound,firefox,B9RxjcxiS423lt0Q4uTCYQ,109568,1541411625,push,28.01,3.46,555,73
132,mozilla-inbound,firefox,VXioViQBT1aieRRu4_kvqg,109569,1541411935,push,14.31,3.4,288,71
133,mozilla-inbound,firefox,RzfsKV87QVWiOydJpdi97w,109570,1541413438,push,57.99,3.74,1872,119
134,mozilla-inbound,firefox,PYjbn-3ySJydlXUCRf7v1A,109571,1541414278,push,14.6,3.11,287,71
135,mozilla-inbound,firefox,LriXA4KqTTauGnTrkCILzg,109572,1541415916,push,13.66,2.59,250,36
136,mozilla-inbound,firefox,SG68wFtXTqmdifQWnoFCaw,109573,1541416587,push,7.69,0.24,85,11
137,mozilla-inbound,firefox,TlcQ8cIvQi-JAWBAu5uPUA,109574,1541416736,push,13.88,3.06,286,71
138,mozilla-inbound,firefox,G4cDE7IqSbyg2GyxYM5rhQ,109575,1541416991,push,55.79,3.75,1863,119
139,mozilla-inbound,firefox,TY3405qzTSKu5wVY8xOKYQ,109576,1541419239,push,7.62,0.24,83,11
140,mozilla-inbound,firefox,XVL1FFrzQFiyw1AEsl3kEA,109577,1541422741,push,27.15,3.17,554,73
141,mozilla-inbound,firefox,J0JgBle4RI6ZIB9Oq3ZjUA,109578,1541424271,push,16.58,2.68,518,38
142,mozilla-inbound,firefox,FfXPRkACQJClE3W6vukGHg,109579,1541425644,push,26.52,2.78,517,38
143,mozilla-inbound,firefox,Meylsmp0TyuxgwYm0TnbIg,109580,1541426069,push,19.02,0.97,364,27
144,mozilla-inbound,firefox,egI7ncJjQaWhUZ9hiAmU1Q,109581,1541429114,push,13.63,2.55,254,36
145,mozilla-inbound,firefox,OHm-no6wScqXb85V6FLkRQ,109582,1541434880,push,65.22,5.43,1953,171
146,mozilla-inbound,firefox,LeMEHY_8R-i_Rw24WV5Fzg,109583,1541437613,push,15.35,3.79,297,71
147,mozilla-inbound,firefox,aYNLiwIXTJaJ5KRsIcokGg,109584,1541437880,push,27.88,2.9,518,38
148,mozilla-inbound,firefox,EjKbzJFfQd605Xr3cG3G7Q,109585,1541437987,push,63.68,4.58,2015,154
149,mozilla-inbound,firefox,DPdD81scSS65RG9zZMbShw,109586,1541440023,push,14.49,3.48,288,71
150,mozilla-inbound,firefox,bS2av4KTQAG27HIcL_2LLQ,109587,1541442848,push,5.04,0.65,100,44
151,mozilla-inbound,firefox,FwIbqqQdS9i7BGDEBVWVGw,109588,1541443476,push,16.54,4.05,288,71
152,mozilla-inbound,firefox,CJbcOAf2S9aplsCgnJL3hw,109589,1541445612,push,16.15,3.83,292,71
153,mozilla-inbound,firefox,TQvcTY9DSweq2dtdA5kNGg,109590,1541445726,push,58.93,4.52,1865,119
154,mozilla-inbound,firefox,R1pfnloFQbm8-FxjLUKPIA,109591,1541449554,push,56.81,4.49,1897,154
155,mozilla-inbound,firefox,F5DcKCstQOqXv_s8Mcf-YQ,109592,1541452464,push,15.09,3.11,251,36
156,mozilla-inbound,firefox,DF4wAB2STU--7klflJXKAA,109593,1541454862,push,33.31,6.31,629,115
157,mozilla-inbound,firefox,WAyPAZ5XRvarcvl7tSd0rg,109595,1541459785,push,60.24,4.82,1977,133
158,mozilla-inbound,firefox,XoQTWcWzTCmLkR40c4_V_Q,109596,1541462702,push,3.29,1.01,532,35
159,mozilla-inbound,firefox,PuzfLCV5SwOQ5eVkJBvodQ,109597,1541463227,push,27.72,3.09,529,35
160,mozilla-inbound,firefox,WMW6pqhHTR2vKu4A9e2bbw,109598,1541472844,push,69.82,4.65,2229,135
161,mozilla-inbound,firefox,FS6Xi_4qSCm2uHY5M-bYmg,109600,1541481162,push,55.45,4.1,1970,133
162,mozilla-inbound,firefox,C43AhDP9Tei3ilfco4tmlg,109601,1541482382,push,2.23,0.03,54,8
163,mozilla-inbound,firefox,Z-MO82eCSdGkikmGxts3gw,109602,1541490818,push,56.35,4.19,1973,98
164,mozilla-inbound,firefox,aQvc2MhBQo6dvrdGe6VwtA,109603,1541498685,push,74.1,6.75,2303,180
165,mozilla-inbound,firefox,D70Po30rSU6HRdL4WQck_Q,109604,1541499129,push,15.81,3.67,299,68
166,mozilla-inbound,firefox,NuI6qBlsRa6mKAJgHzCKdQ,109606,1541507795,push,61.56,4.76,1963,100
167,mozilla-inbound,firefox,Ml3Z--XAQtKqF1SKlcbzXA,109607,1541508839,push,18.72,3.18,286,35
168,mozilla-inbound,firefox,YkG-UHfzQKej1Mw4n0KAVw,109608,1541512157,push,18.28,3.02,289,35
169,mozilla-inbound,firefox,XphAkHa_TXKcY7zsHwGivw,109609,1541514029,push,28.28,3.47,572,70
170,mozilla-inbound,firefox,ap0KhKEKSaa9IXBgkNhZDA,109610,1541515409,push,56.66,4.43,1969,133
171,mozilla-inbound,firefox,Pcl3cAuMQDui7vYb7ewOCw,109611,1541516886,push,18.04,2.94,286,35
172,mozilla-inbound,firefox,Dth97zfoTO6HkbuhdLL2aA,109612,1541519503,push,15.18,3.33,308,68
173,mozilla-inbound,firefox,eJjHOOcWSoSZD3AmyBfAJw,109613,1541520619,push,15.58,3.22,325,68
174,mozilla-inbound,firefox,Omb4yfo4QIa8wMXUnYon1g,109614,1541522410,push,16.4,3.6,332,68
175,mozilla-inbound,firefox,WUwI2lx_T-K8XNjhQsFyqg,109615,1541523470,push,58.51,4.73,1971,133
176,mozilla-inbound,firefox,cDglFubeSJmUyp5w2wUaXQ,109616,1541523566,push,14.31,2.72,270,33
177,mozilla-inbound,firefox,NH4z0nJYQ3iIhocFLm--7A,109617,1541524512,push,19.01,3.66,334,71
178,mozilla-inbound,firefox,IpZTUh4cSr6yMuPAIQVHIA,109618,1541525670,push,27.63,3.05,535,35
179,mozilla-inbound,firefox,e2ATar25RuakdgC63vLWPQ,109619,1541526328,push,15.29,3.13,305,68
180,mozilla-inbound,firefox,NwmdUCrXQbyMBoYyXCi5OQ,109620,1541526564,push,56.1,4.09,1976,103
181,mozilla-inbound,firefox,V2Y_FCimTAWJZ2xWkQNtFA,109621,1541527361,push,27.24,2.78,535,35
182,mozilla-inbound,firefox,JDVkdRgaTcOr6rCmmkQAEg,109622,1541529772,push,0.62,0.2,271,33
183,mozilla-inbound,firefox,ZdGB6vohT7GUmNVCsLLqJw,109623,1541530031,push,14.26,2.63,278,33
184,mozilla-inbound,firefox,c36QyrGUTf6uyUa7OSTX7Q,109624,1541531517,push,3.03,0.02,54,8
185,mozilla-inbound,firefox,SFHZQu7hRAymoZHr187xlg,109625,1541531670,push,68.98,4.4,2236,135
186,mozilla-inbound,firefox,PomG2qgbQIaHEyP_9UBXZg,109626,1541533425,push,15.78,3.05,278,33
187,mozilla-inbound,firefox,dHFUnZd6Rymvd90gVfvJEQ,109627,1541543511,push,60.45,5.09,2001,141
188,mozilla-inbound,firefox,NUgXeMRIT2KNCWNBafF2_A,109628,1541543681,push,18.3,2.93,292,38
189,mozilla-inbound,firefox,OG8JdvcbTVa0puTpg4YwSA,109629,1541543747,push,17.21,4.0,311,71
190,mozilla-inbound,firefox,QERXepa4RmyPR6GYBpEp7w,109630,1541546162,push,59.15,4.73,2010,133
191,mozilla-inbound,firefox,MVId-fbiTJyjkaCmRAyOZA,109631,1541547974,push,14.59,2.93,269,33
192,mozilla-inbound,firefox,TE_dasPWT9WGsRspzTRzSA,109632,1541548176,push,67.98,4.72,2225,133
193,mozilla-inbound,firefox,BTEL2pi2TxedqQbhiVlg5g,109633,1541562784,push,57.17,4.37,1946,103
194,mozilla-inbound,firefox,QJMecJy1S-uG7fLvMF7xKA,109634,1541571283,push,70.37,4.32,2200,100
195,mozilla-inbound,firefox,CUyx-qhAQUWacPpoFiUCBg,109635,1541577482,push,56.39,4.11,1935,98
196,mozilla-inbound,firefox,K44aepB0T1ueUqfiH717tA,109636,1541584815,push,74.55,7.21,2280,163
197,mozilla-inbound,firefox,GtOkfxhuT2qFfcbB4dHGzQ,109637,1541585767,push,15.0,2.85,275,33
198,mozilla-inbound,firefox,YlAdlf__Sf-kD2IilGohkw,109638,1541587580,push,27.4,2.76,535,34
199,mozilla-inbound,firefox,J921z4A6T9-QXh2oNMAd8g,109639,1541588155,push,15.06,3.34,310,67
200,mozilla-inbound,firefox,Clz9lwxuShC6kp4SAmTbfw,109640,1541589192,push,56.54,3.9,1952,98
201,mozilla-inbound,firefox,E8dzSkUBSjq-KMCHAz43wQ,109641,1541590139,push,14.59,2.8,280,32
202,mozilla-inbound,firefox,U-OMi7R7RiCwlSwYBChk_w,109643,1541597944,push,15.38,2.83,274,32
203,mozilla-inbound,firefox,cK5nMluOQiqYVkx_-ZukMw,109644,1541598410,push,16.02,3.26,274,32
204,mozilla-inbound,firefox,Yhc4NrV9R46tyc_dfRPKRA,109645,1541601993,push,65.31,6.95,2052,164
205,mozilla-inbound,firefox,MOuWn8RbTTSopyRp5PtQ6g,109646,1541603553,push,15.11,3.08,273,32
206,mozilla-inbound,firefox,Ld4v0Ja4SgKAJvQqC-b6Jg,109647,1541606613,push,28.51,3.5,575,69
207,mozilla-inbound,firefox,I3Ocqv8BSveZY7MrxRPZuA,109648,1541607420,push,14.81,2.88,273,32
208,mozilla-inbound,firefox,XkFufTiuSMKgROamErRiXw,109649,1541607782,push,31.14,4.13,588,70
209,mozilla-inbound,firefox,AKKgBDPIQfCR5frAFvvSdQ,109650,1541610220,push,19.49,1.01,365,27
210,mozilla-inbound,firefox,EhUoRaQHTQ2c_YyAdXjMWQ,109651,1541610680,push,16.44,3.64,309,67
211,mozilla-inbound,firefox,Q94sxD2KTd-on5olOVJnBA,109652,1541611078,push,19.24,3.39,294,35
212,mozilla-inbound,firefox,Ta43rRPwRauiaSrnWds-qg,109653,1541614732,push,61.0,4.76,2000,135
213,mozilla-inbound,firefox,NGU8d60eSJeXmx8nJpecAw,109654,1541615150,push,19.31,3.09,316,34
214,mozilla-inbound,firefox,PI8gpwQERKWcJcUVO3irnQ,109655,1541617279,push,57.21,4.36,1951,98
215,mozilla-inbound,firefox,fsWhKxpoSvmoL57jAzvvVw,109656,1541617581,push,19.0,2.99,294,34
216,mozilla-inbound,firefox,KNy5oiHgSy-9m5h0MOQFOQ,109657,1541618764,push,14.52,2.76,274,32
217,mozilla-inbound,firefox,AxyewX6BR9WG3yWp-sT-Mg,109658,1541620378,push,14.96,2.77,273,32
218,mozilla-inbound,firefox,Wcg0z1PqSr-3Lfkaw9vgQw,109659,1541625461,push,58.39,4.89,1969,133
219,mozilla-inbound,firefox,U7NWgHtWRxSLUQq82gmpBw,109661,1541627783,push,32.77,4.84,633,105
220,mozilla-inbound,firefox,GYGI1irgQ6i2ZUYBSMfSpQ,109662,1541634523,push,57.51,3.06,1936,92
221,mozilla-inbound,firefox,KiWlxeXNRyC_TeW8mV2RzA,109663,1541634645,push,15.68,2.0,280,26
222,mozilla-inbound,firefox,SSQC_DagTsmlPicurlnnug,109664,1541635762,push,16.07,2.12,261,26
223,mozilla-inbound,firefox,I9vy5Tr2Sk-zzTC1WP-_Rw,109665,1541636058,push,58.58,3.18,1936,92
224,mozilla-inbound,firefox,C81oIOS8Tay_CbBbglayGA,109666,1541636723,push,2.51,0.02,51,7
225,mozilla-inbound,firefox,b60Ey3_0QzOUK98Nrg2TqA,109667,1541638786,push,28.61,2.26,529,28
226,mozilla-inbound,firefox,SwrHgx9RR06SVtAJgTymJw,109668,1541639796,push,15.73,2.6,301,61
227,mozilla-inbound,firefox,asb7TRn6SDaQWTpOcpTu5g,109669,1541641808,push,19.94,2.11,320,29
228,mozilla-inbound,firefox,C9253RfBTNC3rNrLs967jQ,109670,1541641857,push,62.48,3.15,1952,94
229,mozilla-inbound,firefox,BQaj-UUSS-27niDqYnv0zQ,109671,1541646023,push,63.21,3.78,2028,129
230,mozilla-inbound,firefox,CB__H8Z3TNiaHuv7tgCanA,109672,1541646148,push,15.35,2.02,269,26
231,mozilla-inbound,firefox,H6kBIW-zTXury6IMh-pYFw,109673,1541652996,push,72.96,4.18,2271,142
